x-axis,B
second,Volt
+7.900E-03,+656.250E-03
+8.000E-03,+687.500E-03
+8.100E-03,+671.875E-03
+8.200E-03,+593.750E-03
+8.300E-03,+531.250E-03
+8.400E-03,+484.375E-03
+8.500E-03,+484.375E-03
+8.600E-03,+515.625E-03
+8.700E-03,+562.500E-03
+8.800E-03,+640.625E-03
+8.900E-03,+687.500E-03
+9.000E-03,+718.750E-03
+9.100E-03,+703.125E-03
+9.200E-03,+671.875E-03
+9.300E-03,+578.125E-03
+9.400E-03,+546.875E-03
+9.500E-03,+515.625E-03
+9.600E-03,+562.500E-03
+9.700E-03,+640.625E-03
+9.800E-03,+703.125E-03
+9.900E-03,+750.000E-03
+10.000E-03,+765.625E-03
+10.100E-03,+734.375E-03
+10.200E-03,+703.125E-03
+10.300E-03,+640.625E-03
+10.400E-03,+609.375E-03
+10.500E-03,+609.375E-03
+10.600E-03,+656.250E-03
+10.700E-03,+671.875E-03
+10.800E-03,+750.000E-03
+10.900E-03,+796.875E-03
+11.000E-03,+796.875E-03
+11.100E-03,+781.250E-03
+11.200E-03,+718.750E-03
+11.300E-03,+703.125E-03
+11.400E-03,+671.875E-03
+11.500E-03,+656.250E-03
+11.600E-03,+703.125E-03
+11.700E-03,+750.000E-03
+11.800E-03,+796.875E-03
+11.900E-03,+828.125E-03
+12.000E-03,+828.125E-03
+12.100E-03,+828.125E-03
+12.200E-03,+781.250E-03
+12.300E-03,+765.625E-03
+12.400E-03,+718.750E-03
+12.500E-03,+734.375E-03
+12.600E-03,+750.000E-03
+12.700E-03,+812.500E-03
+12.800E-03,+828.125E-03
+12.900E-03,+875.000E-03
+13.000E-03,+859.375E-03
+13.100E-03,+859.375E-03
+13.200E-03,+828.125E-03
+13.300E-03,+812.500E-03
+13.400E-03,+796.875E-03
+13.500E-03,+796.875E-03
+13.600E-03,+781.250E-03
+13.700E-03,+843.750E-03
+13.800E-03,+875.000E-03
+13.900E-03,+890.625E-03
+14.000E-03,+890.625E-03
+14.100E-03,+843.750E-03
+14.200E-03,+843.750E-03
+14.300E-03,+843.750E-03
+14.400E-03,+828.125E-03
+14.500E-03,+843.750E-03
+14.600E-03,+843.750E-03
+14.700E-03,+843.750E-03
+14.800E-03,+875.000E-03
+14.900E-03,+906.250E-03
+15.000E-03,+906.250E-03
+15.100E-03,+890.625E-03
+15.200E-03,+890.625E-03
+15.300E-03,+890.625E-03
+15.400E-03,+875.000E-03
+15.500E-03,+859.375E-03
+15.600E-03,+843.750E-03
+15.700E-03,+859.375E-03
+15.800E-03,+875.000E-03
+15.900E-03,+906.250E-03
+16.000E-03,+906.250E-03
+16.100E-03,+921.875E-03
+16.200E-03,+906.250E-03
+16.300E-03,+921.875E-03
+16.400E-03,+906.250E-03
+16.500E-03,+890.625E-03
+16.600E-03,+906.250E-03
+16.700E-03,+890.625E-03
+16.800E-03,+890.625E-03
+16.900E-03,+906.250E-03
+17.000E-03,+906.250E-03
+17.100E-03,+921.875E-03
+17.200E-03,+937.500E-03
+17.300E-03,+953.125E-03
+17.400E-03,+937.500E-03
+17.500E-03,+921.875E-03
+17.600E-03,+906.250E-03
+17.700E-03,+875.000E-03
+17.800E-03,+875.000E-03
+17.900E-03,+890.625E-03
+18.000E-03,+921.875E-03
+18.100E-03,+953.125E-03
+18.200E-03,+968.750E-03
+18.300E-03,+968.750E-03
+18.400E-03,+953.125E-03
+18.500E-03,+921.875E-03
+18.600E-03,+921.875E-03
