X (Hz),Y (dBV),
17263.61,-75.38833,
17282.69,-75.41886,
17301.76,-75.36492,
17320.84,-75.41019,
17339.92,-75.43137,
17358.99,-75.40337,
17378.07,-75.44333,
17397.14,-75.4483,
17416.22,-75.51372,
17435.29,-75.44691,
17454.37,-75.48463,
17473.45,-75.52055,
17492.52,-75.49924,
17511.6,-75.48719,
17530.67,-75.50105,
17549.75,-75.54361,
17568.83,-75.51601,
17587.9,-75.57543,
17606.98,-75.52374,
17626.05,-75.57797,
17645.13,-75.60304,
17664.21,-75.60347,
17683.28,-75.58952,
17702.36,-75.58107,
17721.43,-75.6265,
17740.51,-75.61021,
17759.58,-75.63109,
17778.66,-75.63338,
17797.74,-75.69515,
17816.81,-75.61832,
17835.89,-75.67301,
17854.96,-75.74801,
17874.04,-75.68668,
17893.12,-75.6951,
17912.19,-75.68298,
17931.27,-75.73514,
17950.34,-75.71918,
17969.42,-75.7336,
17988.49,-75.76634,
18007.57,-75.7487,
18026.64,-75.76953,
18045.72,-75.72168,
18064.8,-75.75655,
18083.87,-75.7869,
18102.95,-75.76619,
18122.03,-75.80529,
18141.1,-75.79561,
18160.18,-75.8178,
18179.25,-75.82019,
18198.33,-75.84432,
18217.4,-75.84977,
18236.48,-75.84032,
18255.55,-75.86153,
18274.63,-75.83649,
18293.71,-75.87852,
18312.78,-75.90764,
18331.86,-75.88192,
18350.93,-75.8857,
18370.01,-75.96718,
18389.09,-75.92273,
18408.16,-75.91901,
18427.24,-75.94324,
18446.31,-75.95087,
18465.39,-75.92984,
18484.46,-75.99107,
18503.54,-76.0194,
18522.62,-75.99738,
18541.69,-76.01868,
18560.77,-75.99962,
18579.84,-75.99814,
18598.92,-76.02569,
18618,-76.00066,
18637.07,-76.00856,
18656.15,-76.02708,
18675.22,-76.03863,
18694.3,-76.05865,
18713.38,-76.13274,
18732.45,-76.13245,
18751.53,-76.05711,
18770.6,-76.08837,
18789.68,-76.1161,
18808.75,-76.10635,
18827.83,-76.14626,
18846.91,-76.16756,
18865.98,-76.10847,
18885.06,-76.16812,
18904.13,-76.12757,
18923.21,-76.20345,
18942.29,-76.18495,
18961.36,-76.18469,
18980.44,-76.1963,
18999.51,-76.29591,
19018.59,-76.18391,
19037.66,-76.19098,
19056.74,-76.22888,
19075.81,-76.21592,
19094.89,-76.19501,
19113.97,-76.31206,
19133.04,-76.27724,
19152.12,-76.2937,
19171.19,-76.31791,
19190.27,-76.33127,
19209.35,-76.20381,
19228.42,-76.30046,
19247.5,-76.32417,
19266.57,-76.30254,
19285.65,-76.32693,
19304.72,-76.38017,
19323.8,-76.34933,
19342.88,-76.38004,
19361.95,-76.38753,
